,Genome,time_create,mother,age
2318,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,95,2214,4
2319,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,95,2274,7
2320,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,95,2306,24
2321,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,95,2311,2
2322,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,96,2212,2
2323,Eat Left Up Foto Eat Up Chemo Down Up Up Up Chemo Eat Chemo Chemo Down Foto Foto Foto Foto Foto Up Right Chemo Chemo,96,2231,45
2324,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,96,2237,1
2325,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,96,2282,1
2326,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,97,2239,4
2327,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,97,2240,4
2328,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,97,2268,23
2329,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,98,2197,20
2330,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,98,2237,10
2331,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,98,2246,5
2332,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,98,2282,1
2333,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,98,2292,1
2334,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,98,2311,4
2335,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,98,2320,2
2336,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,99,2298,15
2337,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,99,2328,6
2338,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,100,2214,7
2339,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,100,2249,7
2340,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,100,2282,22
2341,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,100,2292,30
2342,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,100,2331,51
2343,Down Down Left Down Right Up Down Right Chemo Up Up Foto Chemo Chemo Foto Eat Left Chemo Chemo Eat Chemo Up Chemo Eat Chemo,101,2256,51
2344,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,101,2319,3
2345,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,102,2239,5
2346,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,102,2305,6
2347,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,102,2336,1
2348,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,102,2339,26
2349,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,103,2275,12
2350,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,103,2309,1
2351,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,103,2311,1
2352,Down Up Chemo Down Foto Eat Eat Down Chemo Down Chemo Eat Eat Down Foto Eat Eat Foto Left Chemo Chemo Foto Down Chemo Up,103,2315,2
2353,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,103,2320,30
2354,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,103,2329,3
2355,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,104,2188,3
2356,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,104,2235,18
2357,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,104,2336,7
2358,Chemo Chemo Down Right Down Left Up Chemo Right Eat Down Chemo Up Chemo Left Foto Right Down Foto Left Eat Right Eat Down Down,105,2254,2
2359,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,105,2260,2
2360,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,105,2276,9
2361,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,105,2309,51
2362,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,105,2311,3
2363,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,105,2320,2
2364,Right Up Chemo Chemo Left Eat Foto Right Chemo Eat Left Eat Eat Left Left Right Foto Right Chemo Down Up Foto Up Foto Foto,106,2203,51
2365,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,106,2281,9
2366,Eat Eat Down Chemo Foto Eat Right Up Down Foto Foto Foto Foto Up Down Up Eat Down Up Right Eat Foto Right Eat Eat Foto Right Eat,106,2297,3
2367,Down Up Chemo Down Foto Eat Eat Down Chemo Down Chemo Eat Eat Down Foto Eat Eat Foto Left Chemo Chemo Foto Down Chemo Up,106,2315,51
2368,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,106,2338,4
2369,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,106,2346,33
2370,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,107,2329,2
2371,Down Down Left Down Right Up Down Right Chemo Up Up Foto Chemo Chemo Foto Eat Left Chemo Chemo Eat Chemo Up Chemo Eat Chemo,107,2343,31
2372,Eat Down Eat Left Chemo Foto Up Down Eat Chemo Left Up Foto Right Left Foto Right Foto Right Up Eat Left Left Up Foto,108,2183,51
2373,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,108,2188,7
2374,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,108,2235,6
2375,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,108,2239,20
2376,Chemo Chemo Down Right Down Left Up Chemo Right Eat Down Chemo Up Chemo Left Foto Right Down Foto Left Eat Right Eat Down Down,108,2254,2
2377,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,108,2260,1
2378,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,108,2296,9
2379,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,108,2301,12
2380,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,108,2336,1
2381,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,108,2340,7
2382,Eat Eat Down Chemo Foto Eat Right Up Down Foto Foto Foto Foto Up Down Up Eat Down Up Right Eat Foto Right Eat Eat Foto Right Eat,108,2366,4
2383,Eat Right Foto Right Right Foto Chemo Right Left Up Right Right Foto Up Right Chemo Eat Up Left Down Down Foto Right Right Foto,109,2191,51
2384,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,109,2311,51
2385,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,109,2353,2
2386,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,109,2369,40
2387,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,110,2228,51
2388,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,110,2328,1
2389,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,110,2357,8
2390,Eat Eat Down Chemo Foto Eat Right Up Down Foto Foto Foto Foto Up Down Up Eat Down Up Right Eat Foto Right Eat Eat Foto Right Eat,110,2382,51
2391,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,111,2275,8
2392,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,111,2301,36
2393,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,111,2373,1
2394,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,112,2320,8
2395,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,112,2342,3
2396,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,112,2353,51
2397,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,113,2224,45
2398,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,113,2328,3
2399,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,113,2356,1
2400,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,113,2373,29
2401,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,113,2391,19
2402,Chemo Chemo Down Right Down Left Up Chemo Right Eat Down Chemo Up Chemo Left Foto Right Down Foto Left Eat Right Eat Down Down,114,2254,51
2403,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,114,2378,6
2404,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,115,2276,51
2405,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,115,2281,7
2406,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,115,2301,7
2407,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,115,2356,1
2408,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,116,2329,4
2409,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,116,2340,2
2410,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,116,2341,27
2411,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,116,2389,9
2412,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,116,2397,30
2413,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,117,2239,51
2414,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,117,2281,0
2415,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,117,2348,1
2416,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,117,2389,51
2417,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,117,2396,51
2418,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,117,2411,21
2419,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,118,2260,11
2420,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,118,2328,4
2421,Eat Down Eat Left Chemo Foto Up Down Eat Chemo Left Up Foto Right Left Foto Right Foto Right Up Eat Left Left Up Foto,118,2372,33
2422,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,118,2403,9
2423,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,119,2232,7
2424,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,119,2340,23
2425,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,119,2356,11
2426,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,119,2408,3
2427,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,119,2418,13
2428,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,120,2348,4
2429,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,120,2405,18
2430,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,120,2411,1
2431,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,120,2413,8
2432,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,121,2301,7
2433,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,121,2341,7
2434,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,121,2400,2
2435,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,121,2420,33
2436,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,121,2422,51
2437,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,121,2426,48
2438,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,121,2427,15
2439,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,122,2406,4
2440,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,122,2411,51
2441,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,123,2348,1
2442,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,123,2353,1
2443,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,123,2423,9
2444,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,123,2424,1
2445,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,123,2429,1
2446,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,123,2432,6
2447,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,123,2435,15
2448,Down Up Chemo Down Foto Eat Eat Down Chemo Down Chemo Eat Eat Down Foto Eat Eat Foto Left Chemo Chemo Foto Down Chemo Up,125,2251,1
2449,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,125,2283,3
2450,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,125,2348,1
2451,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,125,2353,2
2452,Down Down Left Down Right Up Down Right Chemo Up Up Foto Chemo Chemo Foto Eat Left Chemo Chemo Eat Chemo Up Chemo Eat Chemo,125,2371,5
2453,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,125,2404,14
2454,Eat Down Eat Left Chemo Foto Up Down Eat Chemo Left Up Foto Right Left Foto Right Foto Right Up Eat Left Left Up Foto,125,2421,31
2455,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,125,2424,35
2456,Eat Up Right Left Foto Left Down Right Down Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,125,2429,27
2457,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,125,2431,14
2458,Chemo Left Foto Down Left Left Right Eat,125,2446,34
2459,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,126,2361,2
2460,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,126,2375,37
2461,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,126,2386,51
2462,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,126,2410,1
2463,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,126,2416,1
2464,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,126,2422,18
2465,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,127,2312,3
2466,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,127,2348,1
2467,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,127,2419,51
2468,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,127,2432,27
2469,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,128,2416,51
2470,Eat Up Right Left Foto Left Down Right Down Foto Up Up Left Right Eat Chemo Left Down Up Up Eat Up Eat Foto Eat,129,2283,51
2471,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,129,2292,2
2472,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,129,2401,51
2473,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,129,2410,12
2474,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,129,2427,22
2475,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,129,2437,51
2476,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,129,2468,14
2477,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,130,2353,19
2478,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,130,2425,0
2479,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,130,2438,14
2480,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,130,2467,1
2481,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,131,2312,31
2482,Down Down Left Down Right Up Down Right Chemo Up Up Foto Chemo Chemo Foto Eat Left Chemo Chemo Eat Chemo Up Chemo Eat Chemo,131,2371,27
2483,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,131,2404,8
2484,Chemo Left Foto Down Left Left Right Eat,131,2458,1
2485,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,131,2476,3
2486,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,132,2292,10
2487,Down Down Left Down Right Up Down Right Chemo Up Up Foto Chemo Chemo Foto Eat Left Chemo Chemo Eat Chemo Up Chemo Eat Chemo,132,2343,23
2488,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,132,2467,1
2489,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,133,2447,1
2490,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,133,2457,1
2491,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,133,2474,15
2492,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,133,2485,36
2493,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,134,2453,2
2494,Foto Left Chemo Eat Left Down Foto Foto Chemo Right Up Down Right Up Foto Eat Right Foto Down Left Up Left Eat Eat Eat,134,2467,40
2495,Up Chemo Up Up Right Foto Right Foto Left Right Eat Chemo Chemo Down Eat Down Eat Eat Foto Chemo Up Foto Eat Up Left,135,2447,51
2496,Chemo Foto Chemo Left Eat Left Down Up Chemo Left Eat Foto Down Up Right Chemo Chemo Left Right Down Right Up Chemo Right Up,135,2457,2
